,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
582,http://www.armslist.com/posts/5195582,For Sale:  Bushmaster AR 15,"Lake County, Indiana, United States",$ 600,"Listed On: Monday, February 29, 2016",Rifles,Bushmaster                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Brand new Bushmaster AR 15 556/223...magpul stock,  magpul grip, primary arms micro red dot with lower 1/3 co witness qd mount. New quad rail with rail covers.  Less than 100 rounds from ome trip to the range. Call or text for pictures. REDACTED."
586,http://www.armslist.com/posts/5195586,For Sale:  Two  Glock 19 - 15 Rd. Mags + One  10 Rd. Mag,"Carson City/Dayton, Reno, Nevada",$ 25,"Listed On: Sunday, February 21, 2016",Magazines,no type,no type,no type,no type,Two Orig. Glock 19 (NOT Gen 4) 15 ROUND 9mm Mags + PLUS + One 10 Rd. Mag. THREE (3) GENUINE GLOCK MAGS for $25! Meet in Dayton or Carson City. Reply with cell number.
593,http://www.armslist.com/posts/5195593,For Sale/Trade:  smith and wesson 5904,"west, Huntsville, Alabama",$ 400,"Listed On: Sunday, February 21, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"i have for sale a smith and wesson 5904 9mm luger SA/DA wich is essentially a 5906 thats blued has ambi safety and decocker novak sights rounded grip holds 15 rnds  14 in clip 1 in chamber. These are great guns well known for their accuraccy and reliability they sport alloy frames last forever with proper maintenance im asking $400 cash or trade would really like to trade for a rossi or tuarus 357 with at least a 3 inch barrel preferably in stainless or blued as long as the blueing is in good shape, a daewoo dp51 9mm, hi point 40 0r 45 carbine and cash or a tacticool 22lr like a gsg 522 or mossberg 715T flattop and cash or bikes and vehichles but ill be happy to hear all trades worst i can say is no 256-twozero0-eight8five4 call or text anytime"
594,http://www.armslist.com/posts/5195594,For Sale/Trade:  I don't plan on using these,"Puyallup, Tacoma, Washington",$ 200,"Listed On: Sunday, February 21, 2016",Tactical,no type,no type,no type,no type,100 round BetaMag .223/5.56   w/case45° front and rear flip up sights picatinnyI just don't have a use for any of these with a pistol build.
598,http://www.armslist.com/posts/5195598,For Sale:  Multi gun sale,"Outside orlando, Orlando, Florida","$ 1,200","Listed On: Sunday, February 21, 2016",Rifles,Savage Arms                                                                                ,308/7.62 NATO                                                                                ,Bolt Action                                                                                ,Rifle,Sig Sauer p320 9mm 50 rounds through it purchased 2015 new2 15 Round mags and 80 rounds of ammoSavage 308 4 + 1 shot 15 rounds purchased 2015 newCobra derringer db9 9mm 4 rounds through it 30 rounds of ammo purchased used 2016 10 gun cabinet needs locks solid wood heavy.Package deal
601,http://www.armslist.com/posts/5195601,For Sale:  S&W 38 Special,"SE, Portland, Oregon",$ 550,"Listed On: Monday, February 22, 2016",Handguns,Smith & Wesson                                                                                ,38 S&W Special                                                                                ,Double Action                                                                                ,Revolver,"Manufactured in the 1960s,  This gun is in very good condition! I have to sell my guns, as I am moving to China soon. The only things I can say about this ""snubby""? It is a great and well known Classic revolver, and everyone should have one! This piece of American history was made with much higher quality materials than todays guns are made, which is why it still; shoots with deadly accurassy, has very good action and looks great! I have about 350 rounds of good ammo (mix of target, defense, lo recoil defense), a brand new (broke in to this gun only) leather and sheepskin (comfortable!!) ankle holster. I am asking $550 for all. Also for sale; Windham AR-15 w/accessories,  Please call me @REDACTED. Everything must go SOON!"
604,http://www.armslist.com/posts/5195604,For Sale/Trade:  Fnp-40 Fs/Ft,"Tacoma, Tacoma, Washington",$ 450,"Listed On: Saturday, February 27, 2016",Handguns,FN Herstal S.A.                                                                                ,40 S&W                                                                                ,Double / Single Action                                                                                ,Pistol,"I have an fnp-40 for sale.  Comes with original case, six mags and a leather holster.  In excellent cindition, ~500 rds fired.  Buyer pays transfer.  Only trade really interested in is for an fns-9."
614,http://www.armslist.com/posts/5195614,For Sale/Trade:  S&W Shield 9mm LNIB (unfired) w/lots of extras,"Aiken, Columbia, South Carolina",$ 500,"Listed On: Sunday, February 21, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"This S&W Shield 9mm is new ( test date 5-15) and unfired except at the factory.  It is a compact striker fired 9mm semi-auto with fixed three dot sights.  This model has the new style low profile external safety which clicks solidly in and out of safe.  It comes with two single stack mags of 7 rd and 8 rd capacity in original box with all papers and lock.   This is a complete carry package including a new adjustable Cytac retention paddle holster, DeSantis Nemesis pocket holster, nylon single mag clip-on pouch, Pearce grip extension on 7 rounder plus original base plate, 200 rounds Remington FMJ, and 16 rounds Speer Gold Dot JHP defense ammo.   Price shown is for a face to face cash sale in the Aiken area.Trades:  S&W stainless pre-lock K-frames or J-frames, Ruger SP101, Ruger LCR or LCRx.  Will trade up or down for the right gun."
615,http://www.armslist.com/posts/5195615,Want To Buy:  Looking for a Laser for S&W MP9c and Walther Pk380,"New London/Waterford/ Groton, New London, Connecticut",Offer,"Listed On: Sunday, February 21, 2016",Gun,no type,no type,no type,no type,Looking for a Laser for S&W MP9c and Walther Pk380. Would like good priced lasers for these 2 guns so let me know what you have
616,http://www.armslist.com/posts/5195616,For Sale:   Custom  1911 With Wilson & Colt mags and 200+ rds ammo,"Nashville, Nashville, Tennessee",$ 600,"Listed On: Sunday, February 21, 2016",Handguns,no type,no type,no type,no type,"This IS NOT a stock Norinco.  It is a full size 1911 A1. It has been COMPLETELY gone through and had all non-USA made parts replaced with Wilson parts (about $400 worth of upgrades), a skeletonized trigger, and an extended dove tail grip safety, the trigger and sear have been worked to PERFECTION!! ....the pistol comes with WILSON 47D MAG, and 3 COLT factory mags. Also comes with 200+ rds of Remington UMC FMJ ammo. AMMO, MAGS, PARTS, AND CUSTOM WORK VALUED AT OVER $600 just by themselves."
618,http://www.armslist.com/posts/5195618,For Sale:  M&P 22 magazines,"Philadelphia, Southeastern, PA, Pennsylvania",$ 40,"Listed On: Thursday, March 24, 2016",Magazines,no type,no type,no type,no type,"NIB 2 M&P 22 magazines 12 round .22 Long RifleSteel Magazine body, polymer base plate. This is a listing for the magazines only."
619,http://www.armslist.com/posts/5195619,For Sale:  Glock 43,"Chula Vista, San Diego, California",$ 900,"Listed On: Sunday, February 21, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Off roster. Let me know.
624,http://www.armslist.com/posts/5195624,For Sale/Trade:  Smith and Wesson M&P  9mm,"galveston, Houston, Texas",$ 425,"Listed On: Wednesday, March 2, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,Looking to see what's out there. I have a used smith and wesson m&p 9 full size original box pistol and one magazine included
