,Title,Release.Date,Primary.Genre,Actors,acum_real
2329,Skyfall,11/01/2012,Action,"Albert Finney, Ben Whishaw, Berenice Marlohe, Daniel Craig, Helen McCrory, James Remar, Javier Bardem, Judi Dench, Naomie Harris, Ralph Fiennes, Rory Kinnear",124584409.18
2330,"Hobbit: An Unexpected Journey, The",12/14/2012,Adventure,"Aidan Turner, Andy Serkis, Cate Blanchett, Christopher Lee, Graham McTavish, Ian McKellen, James Nesbitt, John Callen, Martin Freeman, Orlando Bloom, Richard Armitage, Stephen Hunter, Toby Maguire",247446467.16
2331,"Hobbit: The Desolation Of Smaug, The",12/12/2013,Adventure,"Adam Brown, Aidan Turner, Benedict Cumberbatch, Billy Connolly, Bret McKenzie, Cate Blanchett, Conan Stevens, Dean O'Gorman, Elijah Wood, Evangeline Lilly, Graham McTavish, Hugo Weaving, Ian Holm, Ian McKellen, James Nesbitt, Jed Brophy, John Bell, John Callen, Ken Stott, Lee Pace, Luke Evans, Mark Hadlow, Martin Freeman, Mikael Persbrandt, Orlando Bloom, Peter Hambleton, Richard Armitage, Ryan Gage, Stephen Fry, Stephen Hunter, Sylvester McCoy, William Kircher",227521474.0
2333,Maktub,10/26/2012,Comedy,"Aitana SÃ¡nchez-GijÃ³n, Andoni Hernandez, Diego Peretti, Goya Toledo, Jorge Garcia",10274230.16
2335,J. Edgar,01/06/2012,Drama,"Adam Driver, Armie Hammer, Dermot Mulroney, Ed Westwick, Jeffrey Donovan, Josh Lucas, Judi Dench, Lea Thompson, Leonardo DiCaprio, Naomi Watts",20564516.72
2337,Prometheus,06/15/2012,Action,"Benedict Wong, Charlize Theron, Emun Elliott, Guy Pearce, Idris Elba, Kate Dickie, Logan Marshall-Green, Michael Fassbender, Noomi Rapace, Patrick Wilson, Rafe Spall, Sean Harris",112173500.04
2338,"Dictator, The",08/24/2012,Comedy,"Anna Faris, Ben Kingsley, John C. Reilly, Megan Fox, Sacha Baron Cohen",49164084.4
2357,Walking With Dinosaurs,12/19/2013,Animation,"Angourie Rice, Charlie Rowe, John Leguizamo, Justin Long, Michael Leone, Skyler Stone, Tiya Sircar",58471425.24
2360,Dredd,09/28/2012,Action,"Domhnall Gleeson, Jason Cope, Joe Vaz, Karl Urban, Langley Kirkwood, Lena Headey, Olivia Thirlby, Wood Harris",8781208.04000001
2368,Copito de Nieve,04/05/2013,Animation,"Claudia Abate, Elsa Pataky, Joan Sulla, Pere Ponce",2606409.15
2370,"Grandmaster, The",01/10/2014,Drama,"Chen Chang, Cung Le, Hye-kyo Song, Jin Zhang, Siu-Lung Leung, Tony Leung Chiu Wai, Yuen Woo-ping, Ziyi Zhang",1506986.1
2371,"Mortal Instruments: City of Bones, The",08/30/2013,Action,"Aidan Turner, C.C.H. Pounder, Godfrey Gao, Harry Van Gorkum, Jamie Campbell Bower, Jared Harris, Jemima West, Jonathan Rhys Meyers, Kevin Durand, Kevin Zegers, Lena Headey, Lily Collins, Robert Maillet, Robert Sheehan, Stephen Earnhart",51210535.180000104
2376,Hansel And Gretel: Witch Hunters,01/25/2013,Action,"Derek Mears, Famke Janssen, Gemma Arterton, Jeremy Renner, Peter Stormare, Robin Atkin Downes, Thomas Mann, ZoÃ« Bell",176305503.94
2380,"Better Life, A",10/21/2011,Drama,"Demian Bichir, Joaquin Cosio, Nancy Lenehan, Rolando Molina, Tim Griffin",3261178.7
2381,That's My Boy,07/20/2012,Comedy,"Adam Sandler, Andy Samberg, Blake Clark, Ciara, Dana Goodman, Eva Amurri Martino, Ian Ziering, James Caan, Leighton Meester, Milo Ventimiglia, Susan Sarandon, Vanilla Ice, Will Forte",18118523.01
2382,Here Comes The Boom,12/27/2012,Comedy,"Gary Valentine, Henry Winkler, Joe Rogan, Kevin James, Nicholas Turturro, Salma Hayek",51183461.89
2383,Total Recall,08/10/2012,Action,"Bill Nighy, Bokeem Woodbine, Bryan Cranston, Colin Farrell, Ethan Hawke, Jessica Biel, John Cho, Kate Beckinsale",68903260.61
2389,Mientras Duermes,12/15/2011,Horror,"Alberto San Juan, Carlos Lasarte, Luis Tosar, Marta Etura, Pep Tosar, Petra Martinez",13875144.64
2392,Resident Evil: Retribution,09/21/2012,Action,"Aryana Engineer, Boris Kodjoe, Colin Salmon, Jason Isaacs, Johann Urb, Kevin Durand, Li Bingbing, Michelle Rodriguez, Milla Jovovich, Oded Fehr, Robin Kasyanov, Shawn Roberts, Sienna Guillory",131368994.38
2393,Star Wars: Episode I - Phantom Menace,02/10/2012,Adventure,"Ahmed Best, Anthony Daniels, Ewan McGregor, Frank Oz, Hugh Quarshie, Ian McDiarmid, Jake Lloyd, Kenny Baker, Liam Neeson, Natalie Portman, Oliver Ford Davies, Pernilla August, Warwick Davis",40684003.68
2395,"Descendants, The",02/03/2012,Drama,"Beau Bridges, George Clooney, Judy Greer, Mary Birdsong, Matthew Lillard, Nick Krause, Robert Forster, Shailene Woodley",30166624.719999894
2396,GI Joe: Retaliation,03/28/2013,Action,"Bruce Willis, Channing Tatum, Dwayne Johnson, Lee Byung-hun, Ray Park, RZA",151510268.73
2397,Stake Land,12/09/2011,Horror,"Connor Paolo, Danielle Harris, Kelly McGillis, Michael Cerveris, Nick Damici",1692912.00000006
2398,Grave Encounters,02/03/2012,Horror,"Ashleigh Gryzko, Juan Riedinger, Mackenzie Gray, Sean Rogerson",9412067.02999999
2400,Elysium,09/27/2013,Action,"Adrian Holmes, Alice Braga, Brandon Auret, Carly Pope, Diego Luna, Emma Tremblay, Faran Tahir, Jared Keeso, Jodie Foster, Jose Pablo Cantillo, Josh Blacker, Matt Damon, Maxwell Perry Cotton, Michael Shanks, Ona Grauer, Sharlto Copley, Talisa Soto, Terry Chen, Wagner Moura, William Fichtner",75250890.31000021
2402,Ted,09/14/2012,Comedy,"Giovanni Ribisi, Joel McHale, Laura Vandervoort, Mark Wahlberg, Mila Kunis, Patrick Warburton, Seth MacFarlane",174798739.46
2404,Rock of Ages,08/17/2012,Musical,"Alec Baldwin, Bryan Cranston, Catherine Zeta-Jones, Diego Boneta, Julianne Hough, Mary J. Blige, Paul Giamatti, Russell Brand, Tom Cruise, Will Forte",20212094.26
2413,Sammy's Avonturen 2,12/27/2012,Animation,"Gemma Arterton, Isabelle Fuhrman, Melanie Griffith, Yuri Lowenthal",34133135.57
2415,Top Cat,09/16/2011,Animation,,112250684.64
2419,This Means War,03/16/2012,Comedy,"Abigail Spencer, Chelsea Handler, Chris Pine, Laura Vandervoort, Leela Savasta, Reese Witherspoon, Robert Simonds, Tom Hardy, Warren Christie",58305991.3100001
2420,Chronicle,03/02/2012,Action,"Adrian Collins, Alex Russell, Anna Wood, Armand Aucamp, Ashley Hinshaw, Bo Petersen, Crystal-Donna Roberts, Dane DeHaan, Grant Powell, Joe Vaz, Luke Tyler, Lynita Crofford, Michael B. Jordan, Michael Kelly, Nicole Bailey, Rudi Malcolm",36825287.63
2427,"Devil Inside, The",02/24/2012,Horror,"Bonnie Morgan, Brian Johnson, Evan Helmuth, Fernanda Andrade, Ionut Grama, Preston James Hillier, Simon Quarterman, Suzan Crowley",80456566.0699998
2432,"Awakening, The",08/17/2012,Horror,"Diana Kent, Dominic West, Imelda Staunton, Isaac Hempstead Wright, John Shrapnel, Lucy Cohu, Rebecca Hall",12500611.95
2434,American Reunion,04/05/2012,Comedy,"Alyson Hannigan, Eugene Levy, Jason Biggs, Jennifer Coolidge, Mena Suvari, Natasha Lyonne, Seann William Scott, Tad Hilgenbrink, Tara Reid, Thomas Ian Nicholas",77406470.7
2437,Deadfall,01/24/2014,Suspense,"Charlie Hunnam, Eric Bana, Jason Cavalier, Kate Mara, Kris Kristofferson, Olivia Wilde, Patrick Kerton, Sissy Spacek, Treat Williams",2152375.74
2438,Extremely Loud & Incredibly Close,02/24/2012,Drama,"James Gandolfini, Jeffrey Wright, John Goodman, Max von Sydow, Sandra Bullock, Thomas Horn, Tom Hanks, Viola Davis",24333601.29
2441,Hearat Shulayim (Footnote),06/15/2012,Drama,"Albert Illouz, Alma Zack, Lior Ashkenazi, Shlomo Bar-Aba, Shmuel Shiloh, Yuval Scharf",1097025.6
2444,Glee The 3D Concert Movie,09/16/2011,Documentary,"Chord Overstreet, Chris Colfer, Cory Monteith, Darren Criss, Dianna Agron, Gwyneth Paltrow, Harry Shum Jr., Heather Morris, Jane Lynch, Kevin McHale, Lea Michele, Mark Salling, Naya Rivera",3325227.6
2445,What To Expect When You're Expecting,09/07/2012,Romantic Comedy,"Anna Kendrick, Brooklyn Decker, Cameron Diaz, Chace Crawford, Chris Rock, Dennis Quaid, Elizabeth Banks, Genesis Rodriguez, Jennifer Lopez, Joe Manganiello, Matthew Morrison, Megan Mullally, Rebel Wilson",15648991.52
2446,Gone,03/09/2012,Suspense,"Amanda Seyfried, Daniel Sunjata, Jennifer Carpenter, Katherine Moennig, Michael Pare, Sebastian Stan, Wes Bentley",10145105.2
2447,ParaNorman,08/03/2012,Animation,"Anna Kendrick, Bernard Hill, Casey Affleck, Christopher Mintz-Plasse, Elaine Stritch, Jeff Garlin, John Goodman, Kodi Smit-McPhee, Leslie Mann, Tempestt Bledsoe",106458996.55
2451,"Campaign, The",10/19/2012,Comedy,"Brian Cox, Dan Aykroyd, Dennis Miller, Dylan McDermott, Jason Sudeikis, John Lithgow, Katherine LaNasa, Sarah Baker, Will Ferrell, Zach Galifianakis",4077608.25000001
2452,Journey 2: The Mysterious Island,02/03/2012,Adventure,"Dwayne 'The Rock' Johnson, Josh Hutcherson, Kristin Davis, Luis GuzmÃ¡n, Michael Caine, Vanessa Hudgens",160912689.815
2453,Dark Shadows,06/22/2012,Comedy,"Bella Heathcote, Chloe Grace Moretz, Christopher Lee, Eva Green, Gulliver McGrath, Helena Bonham Carter, Jackie Earle Haley, Johnny Depp, Jonny Lee Miller, Michelle Pfeiffer, Raffey Cassidy",120470748.94700001
2455,Mama,02/01/2013,Horror,"Daniel Kash, Isabelle Nelisse, Jessica Chastain, Megan Charpentier, Nikolaj Coster-Waldau",126222416.28
2456,Titanic,04/13/2012,Drama,"Bernard Fox, Bernard Hill, Bill Paxton, Danny Nucci, David Warner, Eric Braeden, Frances Fisher, Gloria Stuart, Jonathan Hyde, Kate Winslet, Kathy Bates, Leonardo DiCaprio, Lewis Abernathy, Suzy Amis, Victor Garber",69690984.22
2461,African Safari 3D,09/11/2014,Documentary,,118433.44
2466,Michael (2011),08/10/2012,Drama,"Christine Kain, David Rauchenberger, Gisella Salcher, Michael Fuith, Ursula Strauss, Victor Tremmel",684513.500000036
2468,Perfect Sense,03/09/2012,Drama,"Alastair Mackenzie, Connie Nielsen, Denis Lawson, Eva Green, Ewan McGregor, Ewen Bremner, Stephen Dillane",926871.760000007
2470,"Sexo, amor y otras perversiones 2",06/10/2011,Comedy,"Anna Ciocchetti, Evangelina Martinez, Jesus Ochoa, Miguel Pizarro",3092843.15
2477,Django Unchained,01/18/2013,Drama,"Christoph Waltz, Dennis Christopher, Don Johnson, James Remar, Jamie Foxx, Kerry Washington, Kurt Russell, Leonardo DiCaprio, Samuel L. Jackson, Walton Goggins",51583570.31
2479,Miss Bala,09/09/2011,Drama,"Irene Azuela, James Russo, Jose Yenque, Miguel Couturier, Noe Hernandez, Stephanie Sigman",18735240.29
2481,Savages,07/13/2012,Suspense,"Aaron Johnson, Benicio Del Toro, Blake Lively, Demian Bichir, Diego Catano, Emile Hirsch, John Travolta, Salma Hayek, Shea Whigham, Taylor Kitsch, Uma Thurman",40975224.29
2482,Despicable Me 2,07/05/2013,Animation,"April Winchell, Bailey Gambertoglio, Benjamin Bratt, Dana Gaier, Elsie Kate Fisher, Georgia Cook, Jan Rabson, Kristen Wiig, Miranda Cosgrove, Moises Arias, Russell Brand, Steve Carell, Steve Coogan",612207510.6400009
2483,Moonrise Kingdom,12/07/2012,Drama,"Bill Murray, Bob Balaban, Bruce Willis, Edward Norton, Frances McDormand, Harvey Keitel, Jared Gilman, Jason Schwartzman, Kara Hayward, Tilda Swinton",3764254.15
2484,"Place Beyond the Pines, The",06/14/2013,Drama,"Ben Mendelsohn, Bradley Cooper, Bruce Greenwood, Dane DeHaan, Emory Cohen, Eva Mendes, Gabe Fazio, Greta Gerwig, Mahershala Ali, Ray Liotta, Ryan Gosling",4036664.15
2485,Oblivion,04/12/2013,Action,"Andrea Riseborough, Catherine Kim Poon, Melissa Leo, Morgan Freeman, Nikolaj Coster-Waldau, Olga Kurylenko, Tom Cruise, ZoÃ« Bell",91540753.7799997
2492,Jack The Giant Slayer,03/15/2013,Adventure,"Bill Nighy, Daniel Lapaine, Eddie Marsan, Eleanor Tomlinson, Ewan McGregor, Ewen Bremner, Ian McShane, Lee Boardman, Nicholas Hoult, Raine McCormack, Stanley Tucci, Warwick Davis",165022368.57
2493,Fast & Furious 6,05/24/2013,Action,"Chris 'Ludacris' Bridges, Dwayne Johnson, Elsa Pataky, Gal Gadot, Joe Taslim, Jordana Brewster, Kim Kold, Luke Evans, Michelle Rodriguez, Paul Walker, Rita Ora, Sung Kang, Tyrese Gibson, Vin Diesel",456249277.81999904
2495,Retrospectiva Harry Potter,06/24/2011,Film Festival,,344895.2
2496,Pacific Rim,07/12/2013,Action,"Brad William Henke, Burn Gorman, Charlie Day, Charlie Hunnam, Clifton Collins Jr., Diego Klattenhoff, Heather Doerksen, Idris Elba, Larry Joe Campbell, Max Martini, Rinko Kikuchi, Robert Kazinsky, Ron Perlman, Sunil Narkar",205509070.22
2501,Viento En Contra,09/30/2011,Drama,"Alejandra Barros, Barbara Mori, Fernando Lujan, Hector Arredondo",9482332.47000002
2504,Anna Karenina,03/01/2013,Drama,"Aaron Taylor-Johnson, Alicia Vikander, Cara Delevingne, Domhnall Gleeson, Emily Watson, Jude Law, Keira Knightley, Kelly Macdonald, Matthew Macfadyen, Olivia Williams, Ruth Wilson, Saoirse Ronan",11989969.33
2510,Seventh Son,01/15/2015,Adventure,"Alicia Vikander, Ben Barnes, Djimon Hounsou, Jeff Bridges, Julianne Moore, Kit Harington, Olivia Williams",82138750.5200001
2511,Warm Bodies,02/08/2013,Comedy,"Analeigh Tipton, Cory Hardrict, Dave Franco, Dawn Ford, John Malkovich, Nicholas Hoult, Rob Corddry, Teresa Palmer",20349121.91
2512,Taken 2,10/05/2012,Action,"Famke Janssen, Leland Orser, Liam Neeson, Luenell, Luke Grimes, Maggie Grace, Rade Serbedzija",117953933.01
2513,"Aventuras de Tadeo Jones, Las",02/01/2013,Animation,"Kerry Shale, Ãscar BarberÃ¡n",93865066.7
2517,"Last Stand, The",01/18/2013,Action,"Arnold Schwarzenegger, Forest Whitaker, Genesis Rodriguez, Harry Dean Stanton, Jaimie Alexander, Johnny Knoxville, Luis GuzmÃ¡n, Peter Stormare, Rodrigo Santoro, Zach Gilford",6942249.23
2520,Man Of Steel,06/14/2013,Action,"Amy Adams, Christopher Meloni, Diane Lane, Dylan Sprayberry, Henry Cavill, Jadin Gould, Kevin Costner, Laurence Fishburne, Michael Shannon, Richard Schiff, Russell Crowe, Tahmoh Penikett",274047380.17
2524,Jack Reacher,01/04/2013,Action,"David Oyelowo, Jai Courtney, Michael Raymond-James, Richard Jenkins, Robert Duvall, Rosamund Pike, Tom Cruise, Werner Herzog",58861439.14
2525,Zero Dark Thirty,02/14/2013,Suspense,"Chris Pratt, Edgar Ramirez, Frank Grillo, Harold Perrineau, Jennifer Ehle, Jessica Chastain, Joel Edgerton, Kyle Chandler, Mark Duplass, Mark Strong, Scott Adkins, Stephen Dillane",6575768.55999999
2526,Turbo,07/19/2013,Animation,"Ben Schwartz, Bill Hader, Calvin 'Snoop Dogg' Broadus, Ken Jeong, Kurtwood Smith, Luis GuzmÃ¡n, Maya Rudolph, Michael Pena, Michelle Rodriguez, Paul Giamatti, Richard Jenkins, Ryan Reynolds, Samuel L. Jackson",128649467.6
2527,Epic,05/17/2013,Animation,"Allison Bills, Amanda Seyfried, Aziz Ansari, Beyonce Knowles, Blake Anderson, Christoph Waltz, Colin Farrell, Helen Hong, Jason Fricchione, Jason Sudeikis, Jim Conroy, John DiMaggio, Johnny Knoxville, Josh Hutcherson, Judah Friedlander, Pitbull, Steven Tyler, Todd Cummings, Troy Evans",126474188.99
2528,"Leyenda Del Tesoro, La",08/19/2011,Adventure,"Adrian Alonso, John Rhys-Davies",2850776.9
2531,Gravity,10/18/2013,Science Fiction,"Ed Harris, George Clooney, Sandra Bullock",242849099.569999
2532,"Watch, The",09/28/2012,Comedy,"Andy Samberg, Ben Stiller, Billy Crudup, Jonah Hill, Richard Ayoade, Rosemarie DeWitt, Vince Vaughn, Will Forte",25024338.68
2533,Sin Retorno,10/28/2011,Action,"Eric Hayser, Guillermo IvÃ¡n, Rossana Najera",2486873.54
2536,"Amazing Spider-Man 2, The",04/17/2014,Action,"Andrew Garfield, B.J. Novak, Brian Haley, Chris Cooper, Chris Zylka, Colm Feore, Dane DeHaan, Denis Leary, Emma Stone, Felicity Jones, Frank Deal, Jamie Foxx, Martin Sheen, Marton Csokas, Paul Giamatti, Sally Field, Stan Lee",335212653.24
2541,Parker,03/01/2013,Action,"Clifton Collins Jr., Emma Booth, Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte, Patti LuPone, Wendell Pierce",19614434.44
2543,Smurfs 2,08/02/2013,Animation,"Alan Cumming, Anton Yelchin, Brendan Gleeson, Christina Ricci, Christopher Mintz-Plasse, Fred Armisen, George Lopez, Hank Azaria, Jayma Mays, J.B. Smoove, Jonathan Winters, Katy Perry, Neil Patrick Harris",152956576.48
2544,World War Z,06/28/2013,Action,"Brad Pitt, Daniel Newman, David Andrews, David Morse, Elyes Gabel, Eric West, Hunter Goligoski, James Badge Dale, Matthew Fox, Michiel Huisman, Mireille Enos",298310451.53
2546,Ella Y El Candidato,11/25/2011,Drama,"Daniel Martinez, Hector Arredondo, RocÃ­o Verdejo",5203888.23
2547,Tequila: Historia De Una Pasion,11/04/2011,Drama,"Daniela Schmidt, Edward Furlong, Salvador SÃ¡nchez, Unax Ugalde",6100247.47
2553,Borrar De La Memoria,10/14/2011,Drama,"Adalberto Parra, Alan Alarcon, Alejandro Cuetara, Eugenio Cobo, Kariam Castro, Manuel Cepeda, Rene Campero",379234.000000001
2555,Zbaw,03/16/2012,Animation,,9762985.84000001
2557,"Best Exotic Marigold Hotel, The",05/04/2012,Comedy,"Bill Nighy, Celia Imrie, Dev Patel, Judi Dench, Maggie Smith, Penelope Wilton, Ronald Pickup, Tom Wilkinson",10206800.45
2558,"Lucky One, The",05/18/2012,Drama,"Adam LeFevre, Blythe Danner, Jay R. Ferguson, Riley Thomas Stewart, Robert Hayes, Taylor Schilling, Zac Efron",36066068.87
2560,Detachment,06/15/2012,Drama,"Adrien Brody, Bryan Cranston, Christina Hendricks, James Caan, Lucy Liu, William Petersen",2177607.7
2566,[Rec] 3: Genesis,04/13/2012,Horror,"Diego Martin, Javier Botet, Leticia Dolera",29865724.13
2567,After Earth,06/07/2013,Action,"David Denman, Faron Salisbury, Glenn Morshower, Isabelle Fuhrman, Jaden Martin, Jaden Smith, Lincoln Lewis, Sophie Okonedo, Will Smith, Zoe Kravitz",177340147.94
2571,Les Miserables,02/14/2013,Musical,"Aaron Tveit, Amanda Seyfried, Anne Hathaway, Colm Wilkinson, Eddie Redmayne, Helena Bonham Carter, Hugh Jackman, Isabelle Allen, Russell Crowe, Sacha Baron Cohen, Samantha Barks",61433842.14
2574,End Of Watch,05/10/2013,Action,"America Ferrera, Anna Kendrick, David Harbour, Frank Grillo, Jaime FitzSimons, Jake Gyllenhaal, Michael PeÃ±a, Natalie Martinez",2339225.10000001
2578,Monsieur Lazhar,07/13/2012,Comedy,"Emilien Neron, Monhamed Fellag, Sophie Nelisse",801659.0000000009
2579,Battle Of The Year,12/06/2013,Drama,"Alex Martin, Caity Lotz, Chris Brown, Jesse Erwin, Josh Holloway, Josh Peck, Keith ""Remedy"" Stallworth, Laz Alonso, Luis Rosado, Weronika Rosati",3465981.46
2580,Agnus Dei: cordero de Dios,11/11/2011,Documentary,,301957.450000001
2582,"GoÃ»t De Rouille Et D'os, Un",03/01/2013,Drama,"Armand Verdure, Bouli Lanners, Celine Sallette, Corinne Masiero, Jean-Michel Correia, Marion Cotillard, Matthias Schoenaerts, Mourad Frarema, Yannick Choirat",1171910.75
2584,"Revolucion De Juan Escopeta, La (35mm)",11/04/2011,Animation,"Bruno Bichir, Joaquin Cosio",514117.1
2586,Gangster Squad,02/22/2013,Drama,"Anthony Mackie, Emma Stone, Giovanni Ribisi, Josh Brolin, Josh Pence, Mireille Enos, Nick Nolte, Robert Patrick, Ryan Gosling, Sean Penn",39607252.05
2589,"Gran Milagro, El",10/14/2011,Drama,"Bryan Brems, Dorothy Elias-Fahn, Mari Devon",31708825.65
2590,Bridget Jones's Baby,09/16/2016,Comedy,"Colin Firth, Emma Thompson, Gemma Jones, Jim Broadbent, Julian Rhind-Tutt, Patrick Dempsey, Renee Zellweger, Sally Phillips",42853759.6999991
2593,Juan Of The Dead,08/24/2012,Suspense,"Alexis Diaz de Villegas, Andrea Duro, Andros Perugorria, Blanca Rosa Blanco, Eliecer Ramirez, Elsa Camp, Jazz Vila, Jorge Molina",1027143.0
2595,"Perks Of Being A Wallflower, The",10/26/2012,Drama,"Dylan McDermott, Emma Watson, Ezra Miller, Kate Walsh, Logan Lerman, Mae Whitman, Nina Dobrev, Paul Rudd",15740353.0
2602,Parental Guidance,12/27/2012,Comedy,"Bailee Madison, Bette Midler, Billy Crystal, Joshua Rush, Kyle Harrison Breitkopf, Marisa Tomei, Tom Everett Scott",62820831.46
2603,Percy Jackson: Sea Of Monsters,08/09/2013,Adventure,"Alexandra Daddario, Anthony Head, Brandon T. Jackson, Douglas Smith, Gina Carano, Jake Abel, Leven Rambin, Logan Lerman, Missi Pyle, Nathan Fillion, Sean Bean, Stanley Tucci",83484744.69990021
2604,"Good Day To Die Hard, A",02/14/2013,Action,"Amaury Nolasco, Anne Vyalitsyna, Bruce Willis, Cole Hauser, Jai Courtney, Mary Elizabeth Winstead, Megalyn Echikunwoke, Mike Dopud, Nikolett Barabas, Pasha D. Lychnikoff, Patrick Stewart, Sebastian Koch, Yuliya Snigir",98938506.0999999
2605,Elefante Blanco,04/12/2013,Drama,"JÃ©rÃ©mie Renier, Martina Gusman, Ricardo Darin",746638.9500001
2615,Ender's Game,01/03/2014,Science Fiction,"Abigail Breslin, Andrea Powell, Aramis Knight, Asa Butterfield, Ben Kingsley, Brendan Meyer, Conor Carroll, Hailee Steinfeld, Harrison Ford, Khylin Rambo, Moises Arias, Nonso Anozie, Stevie Ray Dallimore, Suraj Parthasarathy, Viola Davis",38805402.66
2616,Now You See Me,08/02/2013,Suspense,"Dave Franco, Isla Fisher, Jesse Eisenberg, Mark Ruffalo, Morgan Freeman, Woody Harrelson",178184863.08
2617,Sinister,10/12/2012,Horror,"Clare Foley, Ethan Hawke, Fred Dalton Thompson, James Ransone, Nicholas King, Vincent D'Onofrio",25182386.08
2618,Red 2,08/16/2013,Action,"Anthony Hopkins, Brian Cox, Bruce Willis, Catherine Zeta-Jones, David Thewlis, Helen Mirren, John Malkovich, Karl Urban, Lee Byung-hun, Mary-Louise Parker, Neal McDonough",13388716.37
2626,You're Next,09/13/2013,Horror,"A.J. Bowen, Amy Seimetz, Barbara Crampton, Calvin Lee Reeder, Joe Swanberg, Kate Lyn Sheil, Lane Hughes, Larry Fessenden, L.C. Holt, Margaret Laney, Nicholas Tucci, Rob Moran, Sharni Vinson, Simon Barrett, Ti West, Wendy Glenn",4267479.02000001
2627,"Broken Circle Breakdown, The",08/28/2014,Drama,"Bert Huysentruyt, Blanka Heirman, Geert Van Rampelberg, Jan Bijvoet, Johan Heldenbergh, Nell Cattrysse, Nils De Caster, Robbie Cleiren, Veerle Baetens",724331.52
